10,7,0,3,3,3
10,8,1,3,3,3
10,9,1,3,3,3
10,10,0,3,3,3
10,11,3,3,3,3
10,12,0,3,3,3
10,13,0,3,3,3
11,0,0,3,4,3
11,1,0,3,3,3
11,2,1,3,3,3
11,3,0,3,3,3
11,4,1,3,3,3
11,5,0,3,3,3
11,6,1,3,3,3
11,7,0,3,3,3
11,8,1,3,3,3
11,9,1,3,3,3
11,10,0,3,3,3
11,11,3,3,3,3
11,12,0,3,3,3
11,13,0,3,3,3
12,0,0,3,4,3
12,1,0,3,3,3
12,2,1,3,3,3
12,3,0,3,3,3
12,4,1,3,3,3
12,5,0,3,3,3
12,6,1,3,3,3
12,7,0,3,3,3
12,8,1,3,3,3
12,9,1,3,3,3
12,10,0,3,3,3
12,11,3,3,3,3
12,12,0,3,3,3
12,13,0,3,3,3
13,0,0,3,4,3
13,1,0,3,3,3
13,2,1,3,3,3
13,3,0,3,3,3
13,4,1,3,3,3
13,5,0,3,3,3
13,6,1,3,3,3
13,7,0,3,3,3
13,8,1,3,3,3
13,9,1,3,3,3
13,10,0,3,3,3
13,11,3,3,3,3
13,12,0,3,3,3
13,13,0,3,3,3
14,0,0,3,4,3
14,1,0,3,3,3
14,2,1,3,3,3
14,3,0,3,3,3
14,4,1,3,3,3
14,5,0,3,3,3
14,6,1,3,3,3
14,7,0,3,3,3
14,8,1,3,3,3
14,9,1,3,3,3
14,10,0,3,3,3
14,11,3,3,3,3
14,12,0,3,3,3
14,13,0,3,3,3
15,0,0,3,4,3
15,1,0,3,3,3
15,2,1,3,3,3
15,3,0,3,3,3
15,4,1,3,3,3
15,5,0,3,3,3
15,6,1,3,3,3
15,7,0,3,3,3
15,8,1,3,3,3
15,9,1,3,3,3
15,10,3,3,3,3
15,11,1,3,3,3
15,12,0,3,3,3
15,13,0,3,3,3
16,0,0,3,4,3
16,1,0,3,3,3
16,2,1,3,3,3
16,3,0,3,3,3
16,4,1,3,3,3
16,5,0,3,3,3
16,6,1,3,3,3
16,7,0,3,3,3
16,8,1,3,3,3
16,9,1,3,3,3
16,10,3,3,3,3
16,11,1,3,3,3
16,12,0,3,3,3
16,13,0,3,3,3
17,0,0,3,4,3
17,1,0,3,3,3
17,2,1,3,3,3
17,3,0,3,3,3
17,4,1,3,3,3
17,5,0,3,3,3
17,6,1,3,3,3
17,7,0,3,3,3
17,8,1,3,3,3
17,9,1,3,3,3
17,10,3,3,3,3
17,11,1,3,3,3
17,12,0,3,3,3
17,13,0,3,3,3
18,0,0,3,4,3
18,1,0,3,3,3
18,2,1,3,3,3
18,3,0,3,3,3
18,4,1,3,3,3
18,5,0,3,3,3
18,6,1,3,3,3
18,7,0,3,3,3
18,8,1,3,3,3
18,9,1,3,3,3
18,10,3,3,3,3
18,11,1,3,3,3
18,12,0,3,3,3
18,13,0,3,3,3
19,0,0,3,4,3
19,1,0,3,3,3
19,2,1,3,3,3
19,3,0,3,3,3
19,4,1,3,3,3
19,5,0,3,3,3
19,6,1,3,3,3
19,7,0,3,3,3
19,8,1,3,3,3
19,9,1,3,3,3
19,10,3,3,3,3
19,11,1,3,3,3
19,12,0,3,3,3
19,13,0,3,3,3
20,0,0,3,4,3
20,1,0,3,3,3
20,2,1,3,3,3
20,3,0,3,3,3
20,4,1,3,3,3
20,5,0,3,3,3
20,6,1,3,3,3
20,7,0,3,3,3
20,8,1,3,3,3
20,9,1,3,3,3
20,10,3,3,3,3
20,11,1,3,3,3
20,12,0,3,3,3
20,13,0,3,3,3
21,0,0,3,4,3
21,1,0,3,3,3
21,2,1,3,3,3
21,3,0,3,3,3
21,4,1,3,3,3
21,5,0,3,3,3
21,6,1,3,3,3
21,7,0,3,3,3
21,8,1,3,3,3
21,9,1,3,3,3
21,10,3,3,3,3
21,11,1,3,3,3
21,12,0,3,3,3
21,13,0,3,3,3
